path,errors,warnings,AutomatedReadability,ColemanLiau,FleschKincaid,FleschReadingEase,GunningFog,LIX,SMOG
packages/ckeditor5-ckfinder/CHANGELOG.md,0,6,10.75,14.58,10.24,28.96,11.41,62.11,10.05
packages/ckeditor5-ckfinder/LICENSE.md,0,3,10.59,13.52,10.2,46.12,14.27,57.78,13.48
packages/ckeditor5-ckfinder/README.md,0,4,7.79,10.99,9.19,49.36,11.98,36.82,11.86
packages/ckeditor5-ckfinder/docs/api/ckfinder.md,0,3,3.33,6.52,5.86,65.39,8.99,26.92,9.47
packages/ckeditor5-ckfinder/docs/features/ckfinder.md,0,40,7.3,9.82,9.03,52.9,10.56,38.09,11.82
packages/ckeditor5-clipboard/CHANGELOG.md,0,34,8.33,12.75,9.73,37.92,11.55,46.28,11.04
packages/ckeditor5-clipboard/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-clipboard/LICENSE.md,0,4,11.92,14.99,11.97,34.17,16.39,59.24,15.02
packages/ckeditor5-clipboard/README.md,0,1,5.69,9.46,7.26,55.77,10.86,39.14,9.96
packages/ckeditor5-clipboard/docs/api/clipboard.md,0,1,5.26,8.73,7.45,51.59,7.95,37.74,9.12
packages/ckeditor5-clipboard/docs/features/drag-drop.md,0,20,6.27,8.74,6.83,67.85,8.16,29.31,9.55
packages/ckeditor5-clipboard/docs/features/paste-plain-text.md,0,13,7.65,10.59,7.56,62.05,7.9,38.23,9.81
packages/ckeditor5-clipboard/docs/framework/deep-dive/clipboard.md,1,27,9.12,9.39,9.53,59.04,11.22,43.38,11.34
packages/ckeditor5-cloud-services/CHANGELOG.md,0,22,9.97,14.79,11.64,24.45,13.1,54.84,11.99
packages/ckeditor5-cloud-services/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-cloud-services/LICENSE.md,0,3,10.84,13.77,10.53,43.98,14.65,57.46,13.93
packages/ckeditor5-cloud-services/README.md,0,1,6.14,10.02,7.98,50.06,11.08,38.11,10.29
packages/ckeditor5-cloud-services/docs/api/cloud-services.md,0,0,4.15,5.9,6.33,56.39,8.17,33.75,8.08
packages/ckeditor5-code-block/CHANGELOG.md,0,3,7.81,11.62,7.55,49.76,10.08,50.51,9.67
packages/ckeditor5-code-block/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-code-block/LICENSE.md,0,4,11.77,14.74,11.84,35.3,16.35,58.21,15.02
packages/ckeditor5-code-block/README.md,0,1,4.83,8.22,5.82,68.28,9.32,33.75,9.52
packages/ckeditor5-code-block/docs/api/code-block.md,0,0,2.86,4.5,4.69,68.38,7.71,29.54,7.55
packages/ckeditor5-code-block/docs/features/code-blocks.md,1,37,8.13,9.64,8.34,62.47,10.36,38.32,11.59
packages/ckeditor5-core/CHANGELOG.md,6,47,6.51,10.37,6.87,56.27,8.36,41.65,9.23
packages/ckeditor5-core/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-core/LICENSE.md,0,4,11.99,15.02,12.21,32.64,16.98,58.21,15.32
packages/ckeditor5-core/README.md,0,2,8.79,12.76,10.37,38.32,16.1,44.05,13.02
packages/ckeditor5-core/docs/api/core.md,0,0,4.85,8.41,6.65,59.39,10.26,32.4,9.57
packages/ckeditor5-easy-image/CHANGELOG.md,0,25,10.45,15.36,12.49,19.12,13.39,55.19,12.29
packages/ckeditor5-easy-image/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-easy-image/LICENSE.md,0,3,10.45,13.28,10.29,45.75,14.24,56.42,13.48
packages/ckeditor5-easy-image/README.md,0,3,8.01,11.66,9.72,43.68,10.83,35.94,11.74
packages/ckeditor5-easy-image/docs/api/easy-image.md,0,2,5.55,9.29,7.87,50.63,9.12,33.91,10.32
packages/ckeditor5-easy-image/docs/features/easy-image.md,0,39,7.83,9.96,9.1,54.46,9.99,37.65,12.12
packages/ckeditor5-editor-balloon/CHANGELOG.md,0,30,8.8,13.34,10.02,35.47,12.42,49.33,11.24
packages/ckeditor5-editor-balloon/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-editor-balloon/LICENSE.md,0,4,12.15,15.33,12.29,31.66,16.76,58.69,15.17
packages/ckeditor5-editor-balloon/README.md,0,2,6.76,10.33,8.81,48.89,12.58,36.21,11.57
packages/ckeditor5-editor-balloon/docs/api/editor-balloon.md,0,1,4.5,7.84,6.8,56.6,10.31,29.77,9.27
packages/ckeditor5-editor-classic/CHANGELOG.md,0,27,8.25,12.62,9.22,42.52,11.52,46.63,11.18
packages/ckeditor5-editor-classic/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-editor-classic/LICENSE.md,0,4,12.15,15.33,12.29,31.66,16.76,58.69,15.17
packages/ckeditor5-editor-classic/README.md,0,2,6.57,10.18,8.5,50.62,11.94,36.72,11.21
packages/ckeditor5-editor-classic/docs/api/editor-classic.md,0,1,4.3,7.52,6.4,59.04,9.44,30.54,8.84
packages/ckeditor5-editor-decoupled/CHANGELOG.md,2,26,9.02,13.6,10.26,34.46,12.1,48.98,11.28
packages/ckeditor5-editor-decoupled/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-editor-decoupled/LICENSE.md,0,4,12.23,15.42,12.39,30.98,16.76,58.69,15.32
packages/ckeditor5-editor-decoupled/README.md,0,2,6.8,10.47,8.85,48.13,12.34,36.72,11.74
packages/ckeditor5-editor-decoupled/docs/api/editor-decoupled.md,0,1,4.69,8.01,6.89,55.51,9.44,30.54,9.47
packages/ckeditor5-editor-decoupled/docs/framework/document-editor.md,0,15,7.89,9.48,8.87,58.12,11.94,37.11,12.39
packages/ckeditor5-editor-inline/CHANGELOG.md,0,34,8.19,12.55,9.05,43.54,11.17,46.23,10.93
packages/ckeditor5-editor-inline/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-editor-inline/LICENSE.md,0,4,12.12,15.28,12.29,31.66,16.76,57.89,15.17
packages/ckeditor5-editor-inline/README.md,0,2,6.39,9.95,8.62,49.79,11.94,33.78,11.39
packages/ckeditor5-editor-inline/docs/api/editor-inline.md,0,1,4.1,7.28,6.4,59.04,9.44,26.37,8.84
packages/ckeditor5-editor-multi-root/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
packages/ckeditor5-editor-multi-root/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-editor-multi-root/LICENSE.md,0,4,12.07,15.17,12.25,32.15,16.71,57.65,15.17
packages/ckeditor5-editor-multi-root/README.md,0,2,5.58,9.15,7.44,56.73,10.89,31.19,10.5
packages/ckeditor5-editor-multi-root/docs/api/editor-multi-root.md,0,1,3.04,5.66,5.14,67.01,8.22,25.24,8.14
packages/ckeditor5-engine/CHANGELOG.md,26,266,6.62,10.61,6.83,59.03,7.89,38.17,9.31
packages/ckeditor5-engine/CONTRIBUTING.md,0,0,6.76,9.84,8.01,57.23,15.31,38.27,13.02
packages/ckeditor5-engine/LICENSE.md,0,4,11.81,14.85,12.07,33.5,16.39,58.44,15.17
packages/ckeditor5-engine/README.md,0,20,8.35,11.83,9.53,46.29,11.78,41.76,12.19
packages/ckeditor5-engine/docs/api/engine.md,0,0,4.78,8.33,6.81,58.24,9.18,33.75,9.57
packages/ckeditor5-engine/docs/framework/deep-dive/conversion/downcast.md,2,32,6.75,8.71,8.04,61.68,9.8,38.02,11.24
packages/ckeditor5-engine/docs/framework/deep-dive/conversion/helpers/downcast.md,1,45,8.65,10.21,9.39,55.13,11.05,41.98,12.02
packages/ckeditor5-engine/docs/framework/deep-dive/conversion/helpers/intro.md,0,3,5.38,8,7.03,64.73,9.58,32.8,10.91
packages/ckeditor5-engine/docs/framework/deep-dive/conversion/helpers/upcast.md,0,45,9.53,10.64,10.47,49.76,12.33,45.13,13.2
packages/ckeditor5-engine/docs/framework/deep-dive/conversion/intro.md,0,17,6.78,9.37,7.78,61.05,9.25,34.05,10.41
packages/ckeditor5-engine/docs/framework/deep-dive/conversion/upcast.md,0,26,7.98,9.7,9.1,56.08,10.03,40.08,11.63
packages/ckeditor5-engine/docs/framework/deep-dive/event-system.md,2,47,4.45,7.88,6.25,63.61,8.29,33.38,9.52
packages/ckeditor5-engine/docs/framework/deep-dive/schema.md,2,106,9.05,10.53,9.57,54.55,11.03,41.51,11.89
packages/ckeditor5-enter/CHANGELOG.md,0,27,8.72,13.21,9.85,37.73,11.33,48.66,11.25
external/ckeditor5-commercial/packages/ckeditor5-ai/CHANGELOG.md,0,1,4.35,7.69,6.71,61.24,8.2,45.5,8.84
external/ckeditor5-commercial/packages/ckeditor5-ai/LICENSE.md,0,7,9.73,12.31,9.64,50.61,13.38,57.16,13.26
external/ckeditor5-commercial/packages/ckeditor5-ai/README.md,0,15,9.24,11.96,9.85,48.2,12.92,52.45,13.2
external/ckeditor5-commercial/packages/ckeditor5-ai/docs/api/ai.md,0,1,6.72,10.69,7.99,48.68,11.43,40.82,10.13
external/ckeditor5-commercial/packages/ckeditor5-ai/docs/features/ai-assistant-integration.md,0,76,7.51,10.07,8.47,56.93,10.75,39.56,11.33
external/ckeditor5-commercial/packages/ckeditor5-ai/docs/features/ai-assistant-overview.md,0,23,8.14,10.31,9.06,54.84,11.23,42.05,11.99
external/ckeditor5-commercial/packages/ckeditor5-collaboration-core/CHANGELOG.md,0,13,10.14,14.81,12.57,20.25,12.18,49.53,12.2
external/ckeditor5-commercial/packages/ckeditor5-collaboration-core/LICENSE.md,0,8,11.61,14.54,12,34.12,16.14,55.94,14.98
external/ckeditor5-commercial/packages/ckeditor5-collaboration-core/README.md,0,12,11.22,13.88,12.08,34.26,15.37,55.48,14.27
external/ckeditor5-commercial/packages/ckeditor5-collaboration/CHANGELOG.md,0,1,4.35,7.69,6.71,61.24,8.2,45.5,8.84
external/ckeditor5-commercial/packages/ckeditor5-collaboration/LICENSE.md,0,8,11.62,14.74,12.15,32.37,16.28,56.77,14.98
external/ckeditor5-commercial/packages/ckeditor5-collaboration/README.md,0,12,11.37,14.13,12.34,32.14,15.78,56.66,14.46
external/ckeditor5-commercial/packages/ckeditor5-collaboration/docs/features/collaboration.md,0,19,9.52,11.75,10.26,47.32,12.05,43.93,12.19
external/ckeditor5-commercial/packages/ckeditor5-comments/CHANGELOG.md,0,57,8.52,12.19,9.33,47.01,9.6,45.16,10.85
external/ckeditor5-commercial/packages/ckeditor5-comments/LICENSE.md,0,8,11.03,13.97,11.17,39.57,15.09,57.28,14.41
external/ckeditor5-commercial/packages/ckeditor5-comments/README.md,0,17,9.34,12.38,10.29,43.79,12.92,51.42,12.86
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/api/comments.md,0,0,4.23,4.02,5.99,57.15,5.84,38.13,6.82
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/annotations-custom-configuration.md,0,11,7.89,10.76,9.29,50.22,11.43,39.98,11.55
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/annotations-custom-template.md,0,13,5.21,8.54,5.9,68.88,7.71,34.46,9.19
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/annotations-custom-theme.md,0,3,9.37,10.15,10.9,47.71,14.07,42.01,13.61
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/annotations-custom-view.md,1,36,7.17,8.88,7.26,68.59,9.04,35.13,9.95
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/annotations-display-mode.md,0,42,9.61,11.1,9.82,53.17,11.86,44.17,12.18
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/annotations.md,0,5,7.23,11.26,7.84,53.37,10.49,36.54,10.19
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/comments-archive.md,0,18,8.88,10.09,8.64,62,9.92,43.03,10.18
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/comments-integration.md,0,66,8.02,9.64,8.99,57.26,10.92,38.2,11.34
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/comments-only-mode.md,0,12,8.39,9.46,8.96,59.75,10.81,36.76,11.37
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/comments-outside-editor.md,0,25,6.23,8.66,6.89,67.49,8.88,34.6,10.13
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/comments-walkthrough.md,0,37,8.34,11.17,8.25,58.3,9.19,44.21,10.77
external/ckeditor5-commercial/packages/ckeditor5-comments/docs/features/comments.md,0,50,7.6,9.69,8.27,60.31,9.71,41.09,10.99
external/ckeditor5-commercial/packages/ckeditor5-document-outline/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
external/ckeditor5-commercial/packages/ckeditor5-document-outline/LICENSE.md,0,8,12.45,15.15,12.46,32.44,16.67,63.89,15.47
external/ckeditor5-commercial/packages/ckeditor5-document-outline/README.md,0,12,9.12,11.87,9.45,50.82,12.5,54.35,12.37
external/ckeditor5-commercial/packages/ckeditor5-document-outline/docs/api/document-outline.md,0,0,5.57,9.25,7.47,55.42,9.21,39.81,9.52
external/ckeditor5-commercial/packages/ckeditor5-document-outline/docs/features/document-outline.md,0,19,6.59,9.82,8.06,55.93,9.96,38.7,10.75
external/ckeditor5-commercial/packages/ckeditor5-document-outline/docs/features/table-of-contents.md,0,8,6.66,9.43,7.87,59.49,10.12,40.18,10.75
external/ckeditor5-commercial/packages/ckeditor5-export-pdf/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
external/ckeditor5-commercial/packages/ckeditor5-export-pdf/LICENSE.md,0,8,9.98,12.22,9.85,50.63,13.26,55.49,13.26
external/ckeditor5-commercial/packages/ckeditor5-export-pdf/README.md,0,14,7.6,10.04,8.54,56.98,11.62,46.11,11.96
external/ckeditor5-commercial/packages/ckeditor5-export-pdf/docs/api/export-pdf.md,0,1,1.94,4.46,4.44,72.59,7.81,26.68,8.08
external/ckeditor5-commercial/packages/ckeditor5-export-pdf/docs/features/export-pdf.md,0,53,5.84,7.95,7.01,67.56,9.63,33.18,10.49
external/ckeditor5-commercial/packages/ckeditor5-export-word/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
external/ckeditor5-commercial/packages/ckeditor5-export-word/LICENSE.md,0,7,10.12,12.39,9.85,50.63,13.26,55.49,13.26
external/ckeditor5-commercial/packages/ckeditor5-export-word/README.md,0,14,7.8,10.26,8.53,57.24,11.48,45.98,11.96
external/ckeditor5-commercial/packages/ckeditor5-export-word/docs/api/export-word.md,0,0,2.16,4.67,4.54,71.64,7.9,27.08,8.08
external/ckeditor5-commercial/packages/ckeditor5-export-word/docs/features/export-word.md,0,41,6.65,9.01,7.75,62.07,9.99,36.01,11.17
external/ckeditor5-commercial/packages/ckeditor5-format-painter/CHANGELOG.md,0,1,3.94,7.2,7.4,52.7,9.07,39.33,8.84
external/ckeditor5-commercial/packages/ckeditor5-format-painter/LICENSE.md,0,7,10.77,13.41,10.28,46.82,13.31,59.29,13.26
external/ckeditor5-commercial/packages/ckeditor5-format-painter/README.md,0,12,8.51,11.09,9.1,53.36,11.68,48.94,12.06
external/ckeditor5-commercial/packages/ckeditor5-format-painter/docs/api/format-painter.md,0,0,3.86,7.18,5.82,66.02,7.76,29.93,9.19
external/ckeditor5-commercial/packages/ckeditor5-format-painter/docs/features/format-painter.md,0,28,6.76,9.21,7.57,63.11,8.48,35.96,10.71
external/ckeditor5-commercial/packages/ckeditor5-import-word/CHANGELOG.md,0,1,4.28,7.69,8.73,44.05,11.83,44.96,10.13
